check,status,detail
trip_000413_bus_geometry_reconstruction,PASS,
trip_000413_transfer_recomputed,PASS,
trip_000414_gps_schema,PASS,
trip_000414_gps_time_sequence,PASS,
trip_000414_gps_trip_id,PASS,
trip_000414_origin_destination,PASS,
trip_000414_timeline,PASS,
trip_000414_bus_external_sequence_117900006,PASS,
trip_000414_bus_geometry_reconstruction,PASS,
trip_000414_transfer_recomputed,PASS,
trip_000415_gps_schema,PASS,
trip_000415_gps_time_sequence,PASS,
trip_000415_gps_trip_id,PASS,
trip_000415_origin_destination,PASS,
trip_000415_timeline,PASS,
trip_000415_bus_external_sequence_111900003,PASS,
trip_000415_bus_geometry_reconstruction,PASS,
trip_000415_transfer_recomputed,PASS,
trip_000416_gps_schema,PASS,
trip_000416_gps_time_sequence,PASS,
trip_000416_gps_trip_id,PASS,
trip_000416_origin_destination,PASS,
trip_000416_timeline,PASS,
trip_000416_bus_external_sequence_100100149,PASS,
trip_000416_bus_geometry_reconstruction,PASS,
trip_000416_transfer_recomputed,PASS,
trip_000417_gps_schema,PASS,
trip_000417_gps_time_sequence,PASS,
trip_000417_gps_trip_id,PASS,
trip_000417_origin_destination,PASS,
trip_000417_timeline,PASS,
trip_000417_bus_external_sequence_100100537,PASS,
trip_000417_bus_geometry_reconstruction,PASS,
trip_000417_transfer_recomputed,PASS,
trip_000418_gps_schema,PASS,
trip_000418_gps_time_sequence,PASS,
trip_000418_gps_trip_id,PASS,
trip_000418_origin_destination,PASS,
trip_000418_timeline,PASS,
trip_000418_bus_external_sequence_100100130,PASS,
trip_000418_bus_geometry_reconstruction,PASS,
trip_000418_transfer_recomputed,PASS,
trip_000419_gps_schema,PASS,
trip_000419_gps_time_sequence,PASS,
trip_000419_gps_trip_id,PASS,
trip_000419_origin_destination,PASS,
trip_000419_timeline,PASS,
trip_000419_bus_external_sequence_119900003,PASS,
trip_000419_bus_geometry_reconstruction,PASS,
trip_000419_transfer_recomputed,PASS,
trip_000420_gps_schema,PASS,
trip_000420_gps_time_sequence,PASS,
trip_000420_gps_trip_id,PASS,
trip_000420_origin_destination,PASS,
trip_000420_timeline,PASS,
trip_000420_bus_external_sequence_100100153,PASS,
trip_000420_bus_geometry_reconstruction,PASS,
trip_000420_transfer_recomputed,PASS,
trip_000421_gps_schema,PASS,
trip_000421_gps_time_sequence,PASS,
trip_000421_gps_trip_id,PASS,
trip_000421_origin_destination,PASS,
trip_000421_timeline,PASS,
trip_000421_bus_external_sequence_110900006,PASS,
trip_000421_bus_geometry_reconstruction,PASS,
trip_000421_transfer_recomputed,PASS,
trip_000422_gps_schema,PASS,
trip_000422_gps_time_sequence,PASS,
trip_000422_gps_trip_id,PASS,
trip_000422_origin_destination,PASS,
trip_000422_timeline,PASS,
trip_000422_bus_external_sequence_119900019,PASS,
trip_000422_bus_geometry_reconstruction,PASS,
trip_000422_transfer_recomputed,PASS,
trip_000423_gps_schema,PASS,
trip_000423_gps_time_sequence,PASS,
trip_000423_gps_trip_id,PASS,
trip_000423_origin_destination,PASS,
trip_000423_timeline,PASS,
trip_000423_bus_external_sequence_100100292,PASS,
trip_000423_bus_geometry_reconstruction,PASS,
trip_000423_transfer_recomputed,PASS,
trip_000424_gps_schema,PASS,
trip_000424_gps_time_sequence,PASS,
trip_000424_gps_trip_id,PASS,
trip_000424_origin_destination,PASS,
trip_000424_timeline,PASS,
trip_000424_bus_external_sequence_100100194,PASS,
trip_000424_bus_geometry_reconstruction,PASS,
trip_000424_transfer_recomputed,PASS,
trip_000425_gps_schema,PASS,
trip_000425_gps_time_sequence,PASS,
trip_000425_gps_trip_id,PASS,
trip_000425_origin_destination,PASS,
trip_000425_timeline,PASS,
trip_000425_bus_external_sequence_100100139,PASS,
trip_000425_bus_geometry_reconstruction,PASS,
trip_000425_transfer_recomputed,PASS,
trip_000426_gps_schema,PASS,
trip_000426_gps_time_sequence,PASS,
trip_000426_gps_trip_id,PASS,
trip_000426_origin_destination,PASS,
trip_000426_timeline,PASS,
trip_000426_bus_external_sequence_100100051,PASS,
trip_000426_bus_geometry_reconstruction,PASS,
trip_000426_transfer_recomputed,PASS,
trip_000427_gps_schema,PASS,
trip_000427_gps_time_sequence,PASS,
trip_000427_gps_trip_id,PASS,
trip_000427_origin_destination,PASS,
trip_000427_timeline,PASS,
trip_000427_bus_external_sequence_100100447,PASS,
trip_000427_bus_geometry_reconstruction,PASS,
trip_000427_transfer_recomputed,PASS,
trip_000428_gps_schema,PASS,
trip_000428_gps_time_sequence,PASS,
trip_000428_gps_trip_id,PASS,
trip_000428_origin_destination,PASS,
trip_000428_timeline,PASS,
trip_000428_bus_external_sequence_100100341,PASS,
trip_000428_bus_geometry_reconstruction,PASS,
trip_000428_transfer_recomputed,PASS,
trip_000429_gps_schema,PASS,
trip_000429_gps_time_sequence,PASS,
trip_000429_gps_trip_id,PASS,
trip_000429_origin_destination,PASS,
trip_000429_timeline,PASS,
trip_000429_bus_external_sequence_100100112,PASS,
trip_000429_bus_geometry_reconstruction,PASS,
trip_000429_transfer_recomputed,PASS,
trip_000430_gps_schema,PASS,
trip_000430_gps_time_sequence,PASS,
trip_000430_gps_trip_id,PASS,
trip_000430_origin_destination,PASS,
trip_000430_timeline,PASS,
trip_000430_bus_external_sequence_100100006,PASS,
trip_000430_bus_geometry_reconstruction,PASS,
trip_000430_transfer_recomputed,PASS,
trip_000431_gps_schema,PASS,
trip_000431_gps_time_sequence,PASS,
trip_000431_gps_trip_id,PASS,
trip_000431_origin_destination,PASS,
trip_000431_timeline,PASS,
trip_000431_bus_external_sequence_100100042,PASS,
trip_000431_bus_geometry_reconstruction,PASS,
trip_000431_transfer_recomputed,PASS,
trip_000432_gps_schema,PASS,
trip_000432_gps_time_sequence,PASS,
trip_000432_gps_trip_id,PASS,
trip_000432_origin_destination,PASS,
trip_000432_timeline,PASS,
trip_000432_bus_external_sequence_107900005,PASS,
trip_000432_bus_geometry_reconstruction,PASS,
trip_000432_transfer_recomputed,PASS,
trip_000433_gps_schema,PASS,
trip_000433_gps_time_sequence,PASS,
trip_000433_gps_trip_id,PASS,
trip_000433_origin_destination,PASS,
trip_000433_timeline,PASS,
trip_000433_bus_external_sequence_100100155,PASS,
trip_000433_bus_geometry_reconstruction,PASS,
trip_000433_transfer_recomputed,PASS,
trip_000434_gps_schema,PASS,
trip_000434_gps_time_sequence,PASS,
trip_000434_gps_trip_id,PASS,
trip_000434_origin_destination,PASS,
trip_000434_timeline,PASS,
trip_000434_bus_external_sequence_100100219,PASS,
trip_000434_bus_geometry_reconstruction,PASS,
trip_000434_transfer_recomputed,PASS,
trip_000435_gps_schema,PASS,
trip_000435_gps_time_sequence,PASS,
trip_000435_gps_trip_id,PASS,
trip_000435_origin_destination,PASS,
trip_000435_timeline,PASS,
trip_000435_bus_external_sequence_103900009,PASS,
trip_000435_bus_geometry_reconstruction,PASS,
trip_000435_transfer_recomputed,PASS,
trip_000436_gps_schema,PASS,
trip_000436_gps_time_sequence,PASS,
trip_000436_gps_trip_id,PASS,
trip_000436_origin_destination,PASS,
trip_000436_timeline,PASS,
trip_000436_bus_external_sequence_100100295,PASS,
trip_000436_bus_geometry_reconstruction,PASS,
trip_000436_transfer_recomputed,PASS,
trip_000437_gps_schema,PASS,
trip_000437_gps_time_sequence,PASS,
trip_000437_gps_trip_id,PASS,
trip_000437_origin_destination,PASS,
trip_000437_timeline,PASS,
trip_000437_bus_external_sequence_122000006,PASS,
trip_000437_bus_geometry_reconstruction,PASS,
trip_000437_transfer_recomputed,PASS,
trip_000438_gps_schema,PASS,
trip_000438_gps_time_sequence,PASS,
trip_000438_gps_trip_id,PASS,
trip_000438_origin_destination,PASS,
trip_000438_timeline,PASS,
trip_000438_bus_external_sequence_104900003,PASS,
trip_000438_bus_geometry_reconstruction,PASS,
trip_000438_transfer_recomputed,PASS,
trip_000439_gps_schema,PASS,
trip_000439_gps_time_sequence,PASS,
trip_000439_gps_trip_id,PASS,
trip_000439_origin_destination,PASS,
trip_000439_timeline,PASS,
trip_000439_bus_external_sequence_100100023,PASS,
trip_000439_bus_geometry_reconstruction,PASS,
trip_000439_transfer_recomputed,PASS,
trip_000440_gps_schema,PASS,
trip_000440_gps_time_sequence,PASS,
trip_000440_gps_trip_id,PASS,
trip_000440_origin_destination,PASS,
trip_000440_timeline,PASS,
trip_000440_bus_external_sequence_100100051,PASS,
trip_000440_bus_geometry_reconstruction,PASS,
trip_000440_transfer_recomputed,PASS,
trip_000441_gps_schema,PASS,
trip_000441_gps_time_sequence,PASS,
trip_000441_gps_trip_id,PASS,
trip_000441_origin_destination,PASS,
trip_000441_timeline,PASS,
trip_000441_rail_external_sequence_12080315,PASS,
trip_000441_transfer_recomputed,PASS,
trip_000442_gps_schema,PASS,
trip_000442_gps_time_sequence,PASS,
trip_000442_gps_trip_id,PASS,
trip_000442_origin_destination,PASS,
trip_000442_timeline,PASS,
trip_000442_rail_external_sequence_15885884,PASS,
trip_000442_transfer_recomputed,PASS,
trip_000443_gps_schema,PASS,
trip_000443_gps_time_sequence,PASS,
trip_000443_gps_trip_id,PASS,
trip_000443_origin_destination,PASS,
trip_000443_timeline,PASS,
trip_000443_rail_external_sequence_4744339,PASS,
trip_000443_transfer_recomputed,PASS,
trip_000444_gps_schema,PASS,
trip_000444_gps_time_sequence,PASS,
trip_000444_gps_trip_id,PASS,
trip_000444_origin_destination,PASS,
trip_000444_timeline,PASS,
trip_000444_rail_external_sequence_15885937,PASS,
trip_000444_transfer_recomputed,PASS,
trip_000445_gps_schema,PASS,
trip_000445_gps_time_sequence,PASS,
trip_000445_gps_trip_id,PASS,
trip_000445_origin_destination,PASS,
trip_000445_timeline,PASS,
trip_000445_rail_external_sequence_19427675,PASS,
trip_000445_transfer_recomputed,PASS,
trip_000446_gps_schema,PASS,
trip_000446_gps_time_sequence,PASS,
trip_000446_gps_trip_id,PASS,
trip_000446_origin_destination,PASS,
trip_000446_timeline,PASS,
trip_000446_rail_external_sequence_10828182,PASS,
trip_000446_transfer_recomputed,PASS,
trip_000447_gps_schema,PASS,
trip_000447_gps_time_sequence,PASS,
trip_000447_gps_trip_id,PASS,
trip_000447_origin_destination,PASS,
trip_000447_timeline,PASS,
trip_000447_rail_external_sequence_13695367,PASS,
trip_000447_transfer_recomputed,PASS,
trip_000448_gps_schema,PASS,
trip_000448_gps_time_sequence,PASS,
trip_000448_gps_trip_id,PASS,
trip_000448_origin_destination,PASS,
trip_000448_timeline,PASS,
trip_000448_rail_external_sequence_16665710,PASS,
trip_000448_transfer_recomputed,PASS,
trip_000449_gps_schema,PASS,
trip_000449_gps_time_sequence,PASS,
trip_000449_gps_trip_id,PASS,
trip_000449_origin_destination,PASS,
trip_000449_timeline,PASS,
trip_000449_rail_external_sequence_19425645,PASS,
trip_000449_transfer_recomputed,PASS,
trip_000450_gps_schema,PASS,
trip_000450_gps_time_sequence,PASS,
trip_000450_gps_trip_id,PASS,
trip_000450_origin_destination,PASS,
trip_000450_timeline,PASS,
trip_000450_rail_external_sequence_12080315,PASS,
trip_000450_transfer_recomputed,PASS,
trip_000451_gps_schema,PASS,
trip_000451_gps_time_sequence,PASS,
trip_000451_gps_trip_id,PASS,
trip_000451_origin_destination,PASS,
trip_000451_timeline,PASS,
trip_000451_rail_external_sequence_19427675,PASS,
trip_000451_transfer_recomputed,PASS,
trip_000452_gps_schema,PASS,
trip_000452_gps_time_sequence,PASS,
trip_000452_gps_trip_id,PASS,
trip_000452_origin_destination,PASS,
trip_000452_timeline,PASS,
trip_000452_rail_external_sequence_4784126,PASS,
trip_000452_transfer_recomputed,PASS,
trip_000453_gps_schema,PASS,
trip_000453_gps_time_sequence,PASS,
trip_000453_gps_trip_id,PASS,
trip_000453_origin_destination,PASS,
trip_000453_timeline,PASS,
trip_000453_rail_external_sequence_16665712,PASS,
trip_000453_transfer_recomputed,PASS,
trip_000454_gps_schema,PASS,
trip_000454_gps_time_sequence,PASS,
trip_000454_gps_trip_id,PASS,
trip_000454_origin_destination,PASS,
trip_000454_timeline,PASS,
trip_000454_rail_external_sequence_19425645,PASS,
trip_000454_transfer_recomputed,PASS,
trip_000455_gps_schema,PASS,
trip_000455_gps_time_sequence,PASS,
trip_000455_gps_trip_id,PASS,
trip_000455_origin_destination,PASS,
trip_000455_timeline,PASS,
trip_000455_rail_external_sequence_19425646,PASS,
trip_000455_transfer_recomputed,PASS,
trip_000456_gps_schema,PASS,
trip_000456_gps_time_sequence,PASS,
trip_000456_gps_trip_id,PASS,
trip_000456_origin_destination,PASS,
trip_000456_timeline,PASS,
trip_000456_rail_external_sequence_13938877,PASS,
trip_000456_transfer_recomputed,PASS,
trip_000457_gps_schema,PASS,
trip_000457_gps_time_sequence,PASS,
trip_000457_gps_trip_id,PASS,
trip_000457_origin_destination,PASS,
trip_000457_timeline,PASS,
trip_000457_rail_external_sequence_16534608,PASS,
trip_000457_transfer_recomputed,PASS,
trip_000458_gps_schema,PASS,
trip_000458_gps_time_sequence,PASS,
trip_000458_gps_trip_id,PASS,
trip_000458_origin_destination,PASS,
trip_000458_timeline,PASS,
trip_000458_rail_external_sequence_7883314,PASS,
trip_000458_transfer_recomputed,PASS,
trip_000459_gps_schema,PASS,
trip_000459_gps_time_sequence,PASS,
trip_000459_gps_trip_id,PASS,
trip_000459_origin_destination,PASS,
trip_000459_timeline,PASS,
trip_000459_rail_external_sequence_4729406,PASS,
trip_000459_transfer_recomputed,PASS,
trip_000460_gps_schema,PASS,
trip_000460_gps_time_sequence,PASS,
trip_000460_gps_trip_id,PASS,
trip_000460_origin_destination,PASS,
trip_000460_timeline,PASS,
trip_000460_rail_external_sequence_10776761,PASS,
trip_000460_transfer_recomputed,PASS,
trip_000461_gps_schema,PASS,
trip_000461_gps_time_sequence,PASS,
trip_000461_gps_trip_id,PASS,
trip_000461_origin_destination,PASS,
trip_000461_timeline,PASS,
trip_000461_rail_external_sequence_16665760,PASS,
trip_000461_transfer_recomputed,PASS,
trip_000462_gps_schema,PASS,
trip_000462_gps_time_sequence,PASS,
trip_000462_gps_trip_id,PASS,
trip_000462_origin_destination,PASS,
trip_000462_timeline,PASS,
trip_000462_rail_external_sequence_12746498,PASS,
trip_000462_transfer_recomputed,PASS,
trip_000463_gps_schema,PASS,
trip_000463_gps_time_sequence,PASS,
trip_000463_gps_trip_id,PASS,
trip_000463_origin_destination,PASS,
trip_000463_timeline,PASS,
trip_000463_rail_external_sequence_13675922,PASS,
trip_000463_transfer_recomputed,PASS,
trip_000464_gps_schema,PASS,
trip_000464_gps_time_sequence,PASS,
trip_000464_gps_trip_id,PASS,
trip_000464_origin_destination,PASS,
trip_000464_timeline,PASS,
trip_000464_rail_external_sequence_10828182,PASS,
trip_000464_transfer_recomputed,PASS,
trip_000465_gps_schema,PASS,
trip_000465_gps_time_sequence,PASS,
trip_000465_gps_trip_id,PASS,
trip_000465_origin_destination,PASS,
trip_000465_timeline,PASS,
trip_000465_rail_external_sequence_10727493,PASS,
trip_000465_transfer_recomputed,PASS,
trip_000466_gps_schema,PASS,
trip_000466_gps_time_sequence,PASS,
trip_000466_gps_trip_id,PASS,
trip_000466_origin_destination,PASS,
trip_000466_timeline,PASS,
trip_000466_rail_external_sequence_10828182,PASS,
trip_000466_transfer_recomputed,PASS,
trip_000467_gps_schema,PASS,
trip_000467_gps_time_sequence,PASS,
trip_000467_gps_trip_id,PASS,
trip_000467_origin_destination,PASS,
trip_000467_timeline,PASS,
trip_000467_rail_external_sequence_4744340,PASS,
trip_000467_transfer_recomputed,PASS,
trip_000468_gps_schema,PASS,
trip_000468_gps_time_sequence,PASS,
trip_000468_gps_trip_id,PASS,
trip_000468_origin_destination,PASS,
trip_000468_timeline,PASS,
trip_000468_rail_external_sequence_10727605,PASS,
trip_000468_transfer_recomputed,PASS,
trip_000469_gps_schema,PASS,
trip_000469_gps_time_sequence,PASS,
trip_000469_gps_trip_id,PASS,
trip_000469_origin_destination,PASS,
trip_000469_timeline,PASS,
trip_000469_rail_external_sequence_13695367,PASS,
trip_000469_transfer_recomputed,PASS,
trip_000470_gps_schema,PASS,
trip_000470_gps_time_sequence,PASS,
trip_000470_gps_trip_id,PASS,
trip_000470_origin_destination,PASS,
trip_000470_timeline,PASS,
trip_000470_rail_external_sequence_10828182,PASS,
trip_000470_transfer_recomputed,PASS,
trip_000471_gps_schema,PASS,
trip_000471_gps_time_sequence,PASS,
trip_000471_gps_trip_id,PASS,
trip_000471_origin_destination,PASS,
trip_000471_timeline,PASS,
trip_000471_rail_external_sequence_15885937,PASS,
trip_000471_transfer_recomputed,PASS,
trip_000472_gps_schema,PASS,
trip_000472_gps_time_sequence,PASS,
trip_000472_gps_trip_id,PASS,
trip_000472_origin_destination,PASS,
trip_000472_timeline,PASS,
trip_000472_rail_external_sequence_16665711,PASS,
trip_000472_transfer_recomputed,PASS,
trip_000473_gps_schema,PASS,
trip_000473_gps_time_sequence,PASS,
trip_000473_gps_trip_id,PASS,
trip_000473_origin_destination,PASS,
trip_000473_timeline,PASS,
trip_000473_rail_external_sequence_443803,PASS,
trip_000473_transfer_recomputed,PASS,
trip_000474_gps_schema,PASS,
trip_000474_gps_time_sequence,PASS,
trip_000474_gps_trip_id,PASS,
trip_000474_origin_destination,PASS,
trip_000474_timeline,PASS,
trip_000474_rail_external_sequence_7919153,PASS,
trip_000474_transfer_recomputed,PASS,
trip_000475_gps_schema,PASS,
trip_000475_gps_time_sequence,PASS,
trip_000475_gps_trip_id,PASS,
trip_000475_origin_destination,PASS,
trip_000475_timeline,PASS,
trip_000475_rail_external_sequence_4744338,PASS,
trip_000475_transfer_recomputed,PASS,
trip_000476_gps_schema,PASS,
trip_000476_gps_time_sequence,PASS,
trip_000476_gps_trip_id,PASS,
trip_000476_origin_destination,PASS,
trip_000476_timeline,PASS,
trip_000476_rail_external_sequence_4729409,PASS,
trip_000476_transfer_recomputed,PASS,
trip_000477_gps_schema,PASS,
trip_000477_gps_time_sequence,PASS,
trip_000477_gps_trip_id,PASS,
trip_000477_origin_destination,PASS,
trip_000477_timeline,PASS,
trip_000477_rail_external_sequence_16665713,PASS,
trip_000477_transfer_recomputed,PASS,
trip_000478_gps_schema,PASS,
trip_000478_gps_time_sequence,PASS,
trip_000478_gps_trip_id,PASS,
trip_000478_origin_destination,PASS,
trip_000478_timeline,PASS,
trip_000478_rail_external_sequence_16665760,PASS,
trip_000478_transfer_recomputed,PASS,
trip_000479_gps_schema,PASS,
trip_000479_gps_time_sequence,PASS,
trip_000479_gps_trip_id,PASS,
trip_000479_origin_destination,PASS,
trip_000479_timeline,PASS,
trip_000479_rail_external_sequence_4727111,PASS,
trip_000479_transfer_recomputed,PASS,
trip_000480_gps_schema,PASS,
trip_000480_gps_time_sequence,PASS,
trip_000480_gps_trip_id,PASS,
trip_000480_origin_destination,PASS,
trip_000480_timeline,PASS,
trip_000480_rail_external_sequence_8820537,PASS,
trip_000480_transfer_recomputed,PASS,
trip_000481_gps_schema,PASS,
trip_000481_gps_time_sequence,PASS,
trip_000481_gps_trip_id,PASS,
trip_000481_origin_destination,PASS,
trip_000481_timeline,PASS,
trip_000481_rail_external_sequence_16665710,PASS,
trip_000481_transfer_recomputed,PASS,
trip_000482_gps_schema,PASS,
trip_000482_gps_time_sequence,PASS,
trip_000482_gps_trip_id,PASS,
trip_000482_origin_destination,PASS,
trip_000482_timeline,PASS,
trip_000482_rail_external_sequence_15833654,PASS,
trip_000482_transfer_recomputed,PASS,
trip_000483_gps_schema,PASS,
trip_000483_gps_time_sequence,PASS,
trip_000483_gps_trip_id,PASS,
trip_000483_origin_destination,PASS,
trip_000483_timeline,PASS,
trip_000483_rail_external_sequence_13695368,PASS,
trip_000483_transfer_recomputed,PASS,
trip_000484_gps_schema,PASS,
trip_000484_gps_time_sequence,PASS,
trip_000484_gps_trip_id,PASS,
trip_000484_origin_destination,PASS,
trip_000484_timeline,PASS,
trip_000484_rail_external_sequence_16665711,PASS,
trip_000484_transfer_recomputed,PASS,
trip_000485_gps_schema,PASS,
trip_000485_gps_time_sequence,PASS,
trip_000485_gps_trip_id,PASS,
trip_000485_origin_destination,PASS,
trip_000485_timeline,PASS,
trip_000485_rail_external_sequence_12746493,PASS,
trip_000485_transfer_recomputed,PASS,
trip_000486_gps_schema,PASS,
trip_000486_gps_time_sequence,PASS,
trip_000486_gps_trip_id,PASS,
trip_000486_origin_destination,PASS,
trip_000486_timeline,PASS,
trip_000486_rail_external_sequence_7919018,PASS,
trip_000486_transfer_recomputed,PASS,
trip_000487_gps_schema,PASS,
trip_000487_gps_time_sequence,PASS,
trip_000487_gps_trip_id,PASS,
trip_000487_origin_destination,PASS,
trip_000487_timeline,PASS,
trip_000487_rail_external_sequence_8820537,PASS,
trip_000487_transfer_recomputed,PASS,
trip_000488_gps_schema,PASS,
trip_000488_gps_time_sequence,PASS,
trip_000488_gps_trip_id,PASS,
trip_000488_origin_destination,PASS,
trip_000488_timeline,PASS,
trip_000488_rail_external_sequence_17953805,PASS,
trip_000488_transfer_recomputed,PASS,
trip_000489_gps_schema,PASS,
trip_000489_gps_time_sequence,PASS,
trip_000489_gps_trip_id,PASS,
trip_000489_origin_destination,PASS,
trip_000489_timeline,PASS,
trip_000489_rail_external_sequence_16665714,PASS,
trip_000489_transfer_recomputed,PASS,
trip_000490_gps_schema,PASS,
trip_000490_gps_time_sequence,PASS,
trip_000490_gps_trip_id,PASS,
trip_000490_origin_destination,PASS,
trip_000490_timeline,PASS,
trip_000490_rail_external_sequence_4729445,PASS,
trip_000490_transfer_recomputed,PASS,
trip_000491_gps_schema,PASS,
trip_000491_gps_time_sequence,PASS,
trip_000491_gps_trip_id,PASS,
trip_000491_origin_destination,PASS,
trip_000491_timeline,PASS,
trip_000491_rail_external_sequence_16665714,PASS,
trip_000491_transfer_recomputed,PASS,
trip_000492_gps_schema,PASS,
trip_000492_gps_time_sequence,PASS,
trip_000492_gps_trip_id,PASS,
trip_000492_origin_destination,PASS,
trip_000492_timeline,PASS,
trip_000492_rail_external_sequence_7919018,PASS,
trip_000492_transfer_recomputed,PASS,
trip_000493_gps_schema,PASS,
trip_000493_gps_time_sequence,PASS,
trip_000493_gps_trip_id,PASS,
trip_000493_origin_destination,PASS,
trip_000493_timeline,PASS,
trip_000493_rail_external_sequence_16534608,PASS,
trip_000493_transfer_recomputed,PASS,
trip_000494_gps_schema,PASS,
trip_000494_gps_time_sequence,PASS,
trip_000494_gps_trip_id,PASS,
trip_000494_origin_destination,PASS,
trip_000494_timeline,PASS,
trip_000494_rail_external_sequence_4729445,PASS,
trip_000494_transfer_recomputed,PASS,
trip_000495_gps_schema,PASS,
trip_000495_gps_time_sequence,PASS,
trip_000495_gps_trip_id,PASS,
trip_000495_origin_destination,PASS,
trip_000495_timeline,PASS,
trip_000495_rail_external_sequence_9079536,PASS,
trip_000495_transfer_recomputed,PASS,
trip_000496_gps_schema,PASS,
trip_000496_gps_time_sequence,PASS,
trip_000496_gps_trip_id,PASS,
trip_000496_origin_destination,PASS,
trip_000496_timeline,PASS,
trip_000496_rail_external_sequence_15833654,PASS,
trip_000496_transfer_recomputed,PASS,
trip_000497_gps_schema,PASS,
trip_000497_gps_time_sequence,PASS,
trip_000497_gps_trip_id,PASS,
trip_000497_origin_destination,PASS,
trip_000497_timeline,PASS,
trip_000497_rail_external_sequence_17953805,PASS,
trip_000497_transfer_recomputed,PASS,
trip_000498_gps_schema,PASS,
trip_000498_gps_time_sequence,PASS,
trip_000498_gps_trip_id,PASS,
trip_000498_origin_destination,PASS,
trip_000498_timeline,PASS,
trip_000498_rail_external_sequence_4744339,PASS,
trip_000498_transfer_recomputed,PASS,
trip_000499_gps_schema,PASS,
trip_000499_gps_time_sequence,PASS,
trip_000499_gps_trip_id,PASS,
trip_000499_origin_destination,PASS,
trip_000499_timeline,PASS,
trip_000499_rail_external_sequence_9079536,PASS,
trip_000499_transfer_recomputed,PASS,
trip_000500_gps_schema,PASS,
trip_000500_gps_time_sequence,PASS,
trip_000500_gps_trip_id,PASS,
trip_000500_origin_destination,PASS,
trip_000500_timeline,PASS,
trip_000500_rail_external_sequence_16665759,PASS,
trip_000500_transfer_recomputed,PASS,
trip_000501_gps_schema,PASS,
trip_000501_gps_time_sequence,PASS,
trip_000501_gps_trip_id,PASS,
trip_000501_origin_destination,PASS,
trip_000501_timeline,PASS,
trip_000501_rail_external_sequence_15885937,PASS,
trip_000501_transfer_recomputed,PASS,
trip_000502_gps_schema,PASS,
trip_000502_gps_time_sequence,PASS,
trip_000502_gps_trip_id,PASS,
trip_000502_origin_destination,PASS,
trip_000502_timeline,PASS,
trip_000502_rail_external_sequence_12746493,PASS,
trip_000502_transfer_recomputed,PASS,
trip_000503_gps_schema,PASS,
trip_000503_gps_time_sequence,PASS,
trip_000503_gps_trip_id,PASS,
trip_000503_origin_destination,PASS,
trip_000503_timeline,PASS,
trip_000503_rail_external_sequence_10828181,PASS,
trip_000503_transfer_recomputed,PASS,
trip_000504_gps_schema,PASS,
trip_000504_gps_time_sequence,PASS,
trip_000504_gps_trip_id,PASS,
trip_000504_origin_destination,PASS,
trip_000504_timeline,PASS,
trip_000504_rail_external_sequence_7919018,PASS,
trip_000504_transfer_recomputed,PASS,
trip_000505_gps_schema,PASS,
trip_000505_gps_time_sequence,PASS,
trip_000505_gps_trip_id,PASS,
trip_000505_origin_destination,PASS,
trip_000505_timeline,PASS,
trip_000505_rail_external_sequence_12497486,PASS,
trip_000505_transfer_recomputed,PASS,
trip_000506_gps_schema,PASS,
trip_000506_gps_time_sequence,PASS,
trip_000506_gps_trip_id,PASS,
trip_000506_origin_destination,PASS,
trip_000506_timeline,PASS,
trip_000506_rail_external_sequence_10828181,PASS,
trip_000506_transfer_recomputed,PASS,
trip_000507_gps_schema,PASS,
trip_000507_gps_time_sequence,PASS,
trip_000507_gps_trip_id,PASS,
trip_000507_origin_destination,PASS,
trip_000507_timeline,PASS,
trip_000507_rail_external_sequence_12746494,PASS,
trip_000507_transfer_recomputed,PASS,
trip_000508_gps_schema,PASS,
trip_000508_gps_time_sequence,PASS,
trip_000508_gps_trip_id,PASS,
trip_000508_origin_destination,PASS,
trip_000508_timeline,PASS,
trip_000508_rail_external_sequence_15885937,PASS,
trip_000508_transfer_recomputed,PASS,
trip_000509_gps_schema,PASS,
trip_000509_gps_time_sequence,PASS,
trip_000509_gps_trip_id,PASS,
trip_000509_origin_destination,PASS,
trip_000509_timeline,PASS,
trip_000509_rail_external_sequence_15885884,PASS,
trip_000509_transfer_recomputed,PASS,
trip_000510_gps_schema,PASS,
trip_000510_gps_time_sequence,PASS,
trip_000510_gps_trip_id,PASS,
trip_000510_origin_destination,PASS,
trip_000510_timeline,PASS,
trip_000510_rail_external_sequence_19425646,PASS,
trip_000510_transfer_recomputed,PASS,
trip_000511_gps_schema,PASS,
trip_000511_gps_time_sequence,PASS,
trip_000511_gps_trip_id,PASS,
trip_000511_origin_destination,PASS,
trip_000511_timeline,PASS,
trip_000511_rail_external_sequence_10828181,PASS,
trip_000511_transfer_recomputed,PASS,
trip_000512_gps_schema,PASS,
trip_000512_gps_time_sequence,PASS,
trip_000512_gps_trip_id,PASS,
trip_000512_origin_destination,PASS,
trip_000512_timeline,PASS,
trip_000512_rail_external_sequence_16665714,PASS,
trip_000512_transfer_recomputed,PASS,
trip_000513_gps_schema,PASS,
trip_000513_gps_time_sequence,PASS,
trip_000513_gps_trip_id,PASS,
trip_000513_origin_destination,PASS,
trip_000513_timeline,PASS,
trip_000513_rail_external_sequence_10881612,PASS,
trip_000513_transfer_recomputed,PASS,
trip_000514_gps_schema,PASS,
trip_000514_gps_time_sequence,PASS,
trip_000514_gps_trip_id,PASS,
trip_000514_origin_destination,PASS,
trip_000514_timeline,PASS,
